year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,5,UA,United Air Lines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",134.00,33.00,7.34,0.50,8.89,0.00,16.28,1.00,0.00,2489.00,565.00,38.00,305.00,0.00,1581.00
2025,5,UA,United Air Lines Network,ALB,"Albany, NY: Albany International",56.00,14.00,4.90,0.00,4.98,0.00,4.12,0.00,0.00,862.00,416.00,0.00,129.00,0.00,317.00
2025,5,UA,United Air Lines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",143.00,14.00,2.79,0.44,1.73,0.00,9.03,0.00,2.00,804.00,84.00,8.00,56.00,0.00,656.00
2025,5,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",596.00,160.00,42.05,4.09,66.30,0.00,47.56,5.00,2.00,10724.00,2774.00,445.00,3264.00,0.00,4241.00
2025,5,UA,United Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",912.00,242.00,62.54,10.83,100.35,0.00,68.27,14.00,2.00,17217.00,4070.00,813.00,5467.00,0.00,6867.00
2025,5,UA,United Air Lines Network,AVL,"Asheville, NC: Asheville Regional",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,5,UA,United Air Lines Network,BDL,"Hartford, CT: Bradley International",236.00,68.00,26.63,2.93,22.83,0.00,15.60,1.00,0.00,3887.00,1487.00,354.00,875.00,0.00,1171.00
2025,5,UA,United Air Lines Network,BIL,"Billings, MT: Billings Logan International",62.00,22.00,5.39,0.61,0.57,0.00,15.43,0.00,0.00,1885.00,553.00,14.00,50.00,0.00,1268.00
2025,5,UA,United Air Lines Network,BNA,"Nashville, TN: Nashville International",619.00,154.00,40.40,6.82,60.83,0.00,45.94,6.00,3.00,9893.00,2409.00,776.00,2877.00,0.00,3831.00
2025,5,UA,United Air Lines Network,BOI,"Boise, ID: Boise Air Terminal",144.00,41.00,14.69,4.86,5.09,0.00,16.36,0.00,0.00,2460.00,775.00,255.00,220.00,0.00,1210.00
2025,5,UA,United Air Lines Network,BOS,"Boston, MA: Logan International",1119.00,359.00,55.50,17.80,214.99,0.00,70.71,10.00,2.00,24653.00,3803.00,1569.00,12361.00,0.00,6920.00
2025,5,UA,United Air Lines Network,BQN,"Aguadilla, PR: Rafael Hernandez",31.00,7.00,2.30,0.00,2.46,0.00,2.24,0.00,0.00,281.00,76.00,0.00,106.00,0.00,99.00
2025,5,UA,United Air Lines Network,BTV,"Burlington, VT: Burlington International",71.00,22.00,3.58,0.14,6.43,0.00,11.86,0.00,0.00,1595.00,397.00,27.00,362.00,0.00,809.00
2025,5,UA,United Air Lines Network,BUF,"Buffalo, NY: Buffalo Niagara International",93.00,35.00,8.03,0.99,6.95,0.00,19.02,1.00,0.00,2670.00,779.00,80.00,192.00,0.00,1619.00
2025,5,UA,United Air Lines Network,BUR,"Burbank, CA: Bob Hope",224.00,52.00,17.11,2.88,10.65,0.00,21.36,2.00,0.00,2982.00,790.00,159.00,389.00,0.00,1644.00
2025,5,UA,United Air Lines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",357.00,72.00,11.86,4.60,32.30,0.00,23.24,1.00,1.00,3687.00,700.00,491.00,1207.00,0.00,1289.00
2025,5,UA,United Air Lines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",192.00,32.00,11.81,2.63,2.84,0.00,14.73,2.00,0.00,2302.00,519.00,301.00,78.00,0.00,1404.00
2025,5,UA,United Air Lines Network,CHS,"Charleston, SC: Charleston AFB/International",223.00,60.00,21.49,0.15,18.75,0.00,19.60,4.00,1.00,3136.00,1061.00,23.00,644.00,0.00,1408.00
2025,5,UA,United Air Lines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",93.00,32.00,8.47,0.70,7.43,0.00,15.40,0.00,0.00,2231.00,448.00,28.00,278.00,0.00,1477.00
2025,5,UA,United Air Lines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",822.00,133.00,42.41,6.42,36.49,0.00,47.68,5.00,0.00,10206.00,3096.00,492.00,1463.00,0.00,5155.00
2025,5,UA,United Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",324.00,79.00,24.30,4.71,30.05,0.00,19.94,5.00,0.00,5838.00,1448.00,684.00,1583.00,0.00,2123.00
2025,5,UA,United Air Lines Network,CMH,"Columbus, OH: John Glenn Columbus International",281.00,62.00,20.55,3.68,19.17,0.00,18.59,1.00,1.00,4133.00,1504.00,128.00,953.00,0.00,1548.00
2025,5,UA,United Air Lines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",72.00,24.00,7.23,0.00,3.29,0.00,13.48,0.00,0.00,1465.00,367.00,0.00,265.00,0.00,833.00
2025,5,UA,United Air Lines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",212.00,48.00,12.73,2.22,12.61,0.00,20.43,1.00,0.00,2842.00,684.00,154.00,439.00,0.00,1565.00
2025,5,UA,United Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",637.00,168.00,31.67,11.92,91.55,0.00,32.86,2.00,4.00,10128.00,1416.00,1416.00,4605.00,0.00,2691.00
2025,5,UA,United Air Lines Network,DEN,"Denver, CO: Denver International",8934.00,2406.00,424.68,86.95,1517.90,1.00,375.47,46.00,56.00,191523.00,36108.00,8310.00,104429.00,42.00,42634.00
2025,5,UA,United Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",807.00,252.00,62.56,13.18,104.43,0.00,71.84,9.00,3.00,21003.00,4107.00,1420.00,7457.00,0.00,8019.00
2025,5,UA,United Air Lines Network,DRO,"Durango, CO: Durango La Plata County",62.00,20.00,3.26,0.00,2.36,0.00,14.38,0.00,0.00,1525.00,181.00,0.00,69.00,0.00,1275.00
2025,5,UA,United Air Lines Network,DSM,"Des Moines, IA: Des Moines International",197.00,57.00,17.41,4.32,8.53,0.00,26.74,2.00,2.00,3316.00,879.00,374.00,358.00,0.00,1705.00
2025,5,UA,United Air Lines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",194.00,36.00,10.24,2.41,6.63,0.00,16.72,3.00,0.00,2279.00,604.00,134.00,183.00,0.00,1358.00
2025,5,UA,United Air Lines Network,ECP,"Panama City, FL: Northwest Florida Beaches International",36.00,11.00,1.53,0.00,8.00,0.00,1.47,0.00,0.00,478.00,107.00,0.00,233.00,0.00,138.00
2025,5,UA,United Air Lines Network,EGE,"Eagle, CO: Eagle County Regional",41.00,11.00,3.77,0.91,3.51,0.00,2.82,0.00,0.00,634.00,285.00,105.00,82.00,0.00,162.00
2025,5,UA,United Air Lines Network,ELP,"El Paso, TX: El Paso International",52.00,14.00,4.02,0.00,0.50,0.00,9.48,0.00,0.00,742.00,197.00,0.00,30.00,0.00,515.00
2025,5,UA,United Air Lines Network,EUG,"Eugene, OR: Mahlon Sweet Field",124.00,31.00,8.84,0.00,2.97,0.00,19.19,1.00,0.00,2557.00,433.00,0.00,350.00,0.00,1774.00
2025,5,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",4984.00,2181.00,226.04,62.01,1607.80,0.00,285.14,151.00,23.00,260257.00,28011.00,10683.00,182823.00,0.00,38740.00
2025,5,UA,United Air Lines Network,EYW,"Key West, FL: Key West International",31.00,10.00,1.49,0.00,5.92,0.00,2.59,1.00,0.00,706.00,53.00,0.00,395.00,0.00,258.00
2025,5,UA,United Air Lines Network,FAI,"Fairbanks, AK: Fairbanks International",32.00,7.00,1.68,0.79,2.04,0.00,2.49,0.00,0.00,541.00,77.00,70.00,60.00,0.00,334.00
2025,5,UA,United Air Lines Network,FAR,"Fargo, ND: Hector International",31.00,10.00,2.15,1.94,1.55,0.00,4.36,0.00,0.00,3021.00,828.00,481.00,151.00,0.00,1561.00
2025,5,UA,United Air Lines Network,FAT,"Fresno, CA: Fresno Yosemite International",62.00,28.00,9.56,2.12,1.99,0.00,14.33,1.00,0.00,2689.00,549.00,454.00,91.00,0.00,1595.00
2025,5,UA,United Air Lines Network,FCA,"Kalispell, MT: Glacier Park International",72.00,18.00,6.11,1.00,0.11,0.00,10.78,0.00,0.00,1207.00,385.00,22.00,14.00,0.00,786.00
2025,5,UA,United Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",622.00,162.00,33.84,6.19,69.97,0.00,52.00,9.00,0.00,9884.00,1859.00,562.00,3172.00,0.00,4291.00
2025,5,UA,United Air Lines Network,FSD,"Sioux Falls, SD: Joe Foss Field",62.00,23.00,9.64,1.66,3.22,0.00,8.48,0.00,0.00,1470.00,610.00,62.00,114.00,0.00,684.00
2025,5,UA,United Air Lines Network,GEG,"Spokane, WA: Spokane International",72.00,20.00,7.03,3.77,1.36,0.00,7.84,1.00,0.00,1589.00,360.00,234.00,75.00,0.00,920.00
2025,5,UA,United Air Lines Network,GJT,"Grand Junction, CO: Grand Junction Regional",62.00,18.00,6.56,0.00,1.35,0.00,10.10,0.00,0.00,1471.00,510.00,0.00,72.00,0.00,889.00
2025,5,UA,United Air Lines Network,GRR,"Grand Rapids, MI: Gerald R. Ford International",113.00,38.00,11.65,2.33,9.54,0.00,14.48,0.00,1.00,3117.00,829.00,259.00,537.00,0.00,1492.00
2025,5,UA,United Air Lines Network,GSP,"Greer, SC: Greenville-Spartanburg International",31.00,10.00,2.37,0.41,3.55,0.00,3.67,0.00,0.00,522.00,72.00,14.00,156.00,0.00,280.00
2025,5,UA,United Air Lines Network,GTF,"Great Falls, MT: Great Falls International",20.00,7.00,1.18,0.00,0.74,0.00,5.08,0.00,0.00,764.00,108.00,0.00,27.00,0.00,629.00
2025,5,UA,United Air Lines Network,GUM,"Guam, TT: Guam International",62.00,2.00,1.79,0.00,0.09,0.00,0.13,0.00,0.00,67.00,57.00,0.00,4.00,0.00,6.00
2025,5,UA,United Air Lines Network,HDN,"Hayden, CO: Yampa Valley",31.00,7.00,1.77,0.00,0.29,0.00,4.94,0.00,0.00,224.00,57.00,0.00,8.00,0.00,159.00
2025,5,UA,United Air Lines Network,HNL,"Honolulu, HI: Daniel K Inouye International",421.00,56.00,25.42,3.04,18.80,0.00,8.74,2.00,1.00,3589.00,1612.00,188.00,644.00,0.00,1145.00
2025,5,UA,United Air Lines Network,IAD,"Washington, DC: Washington Dulles International",3310.00,694.00,201.37,27.56,282.40,0.00,182.66,22.00,6.00,46466.00,14358.00,1908.00,11695.00,0.00,18505.00
2025,5,UA,United Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",6301.00,1292.00,315.37,56.44,597.33,0.00,322.86,73.00,14.00,98164.00,24877.00,6617.00,34420.00,0.00,32250.00
2025,5,UA,United Air Lines Network,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",63.00,22.00,8.35,1.28,2.35,0.00,10.02,1.00,0.00,1961.00,565.00,59.00,203.00,0.00,1134.00
2025,5,UA,United Air Lines Network,IND,"Indianapolis, IN: Indianapolis International",233.00,43.00,15.64,3.76,9.28,0.00,14.33,2.00,0.00,2740.00,602.00,510.00,527.00,0.00,1101.00
2025,5,UA,United Air Lines Network,JAC,"Jackson, WY: Jackson Hole",147.00,31.00,10.06,2.86,4.09,0.00,13.99,1.00,0.00,2038.00,537.00,196.00,91.00,0.00,1214.00
2025,5,UA,United Air Lines Network,JAX,"Jacksonville, FL: Jacksonville International",335.00,96.00,22.05,3.70,38.70,0.00,31.55,10.00,4.00,7025.00,1691.00,469.00,1908.00,0.00,2957.00
2025,5,UA,United Air Lines Network,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",139.00,12.00,5.35,0.00,2.47,0.00,4.18,0.00,0.00,1038.00,288.00,0.00,54.00,0.00,696.00
2025,5,UA,United Air Lines Network,LAS,"Las Vegas, NV: Harry Reid International",1275.00,270.00,82.34,11.61,93.84,0.00,82.20,6.00,3.00,16281.00,4396.00,924.00,4000.00,0.00,6961.00
2025,5,UA,United Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2480.00,390.00,127.81,22.67,119.35,0.00,120.17,15.00,1.00,25899.00,8790.00,1946.00,4371.00,0.00,10792.00
2025,5,UA,United Air Lines Network,LGA,"New York, NY: LaGuardia",816.00,250.00,42.82,20.65,143.62,0.00,42.91,4.00,5.00,20563.00,3725.00,2572.00,10348.00,0.00,3918.00
2025,5,UA,United Air Lines Network,LIH,"Lihue, HI: Lihue Airport",101.00,6.00,1.88,0.00,1.00,0.00,3.12,0.00,0.00,422.00,105.00,0.00,16.00,0.00,301.00
2025,5,UA,United Air Lines Network,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",29.00,10.00,4.88,1.06,0.62,0.00,3.44,0.00,0.00,770.00,455.00,88.00,47.00,0.00,180.00
2025,5,UA,United Air Lines Network,MCI,"Kansas City, MO: Kansas City International",319.00,87.00,20.28,3.39,22.26,0.00,41.07,3.00,0.00,6487.00,1641.00,269.00,1220.00,0.00,3357.00
2025,5,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1213.00,289.00,75.82,10.06,129.72,0.00,73.40,13.00,11.00,20239.00,5283.00,911.00,6746.00,0.00,7299.00
2025,5,UA,United Air Lines Network,MDT,"Harrisburg, PA: Harrisburg International",31.00,6.00,0.40,0.00,2.00,0.00,3.60,0.00,0.00,727.00,33.00,0.00,123.00,0.00,571.00
2025,5,UA,United Air Lines Network,MEM,"Memphis, TN: Memphis International",124.00,45.00,15.08,2.15,7.76,0.00,20.00,0.00,0.00,3910.00,1479.00,214.00,267.00,0.00,1950.00
2025,5,UA,United Air Lines Network,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",31.00,8.00,2.82,1.00,1.56,0.00,2.62,1.00,0.00,297.00,92.00,22.00,45.00,0.00,138.00
2025,5,UA,United Air Lines Network,MFR,"Medford, OR: Rogue Valley International - Medford",118.00,20.00,8.72,0.48,3.90,0.00,6.89,1.00,0.00,761.00,308.00,72.00,123.00,0.00,258.00
2025,5,UA,United Air Lines Network,MIA,"Miami, FL: Miami International",531.00,132.00,36.64,7.20,56.00,0.00,32.16,5.00,1.00,8930.00,1977.00,520.00,2981.00,0.00,3452.00
2025,5,UA,United Air Lines Network,MKE,"Milwaukee, WI: General Mitchell International",62.00,20.00,5.23,1.00,8.87,0.00,4.90,0.00,2.00,1117.00,301.00,33.00,283.00,0.00,500.00
2025,5,UA,United Air Lines Network,MSN,"Madison, WI: Dane County Regional-Truax Field",96.00,27.00,5.23,4.01,6.54,0.00,11.21,0.00,0.00,1456.00,228.00,139.00,240.00,0.00,849.00
2025,5,UA,United Air Lines Network,MSO,"Missoula, MT: Missoula Montana",77.00,18.00,6.98,1.00,1.25,0.00,8.77,0.00,0.00,1606.00,729.00,45.00,36.00,0.00,796.00
2025,5,UA,United Air Lines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",418.00,138.00,35.58,8.62,45.82,0.00,47.98,2.00,0.00,10198.00,2478.00,1073.00,2323.00,0.00,4324.00
2025,5,UA,United Air Lines Network,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",586.00,139.00,37.81,9.83,33.81,0.00,57.56,7.00,1.00,9149.00,2294.00,850.00,1722.00,0.00,4283.00
2025,5,UA,United Air Lines Network,MTJ,"Montrose/Delta, CO: Montrose Regional",62.00,15.00,4.81,0.26,0.48,0.00,9.46,1.00,0.00,1240.00,325.00,83.00,63.00,0.00,769.00
2025,5,UA,United Air Lines Network,MYR,"Myrtle Beach, SC: Myrtle Beach International",22.00,5.00,0.98,0.00,4.02,0.00,0.00,0.00,0.00,226.00,96.00,0.00,130.00,0.00,0.00
2025,5,UA,United Air Lines Network,OGG,"Kahului, HI: Kahului Airport",153.00,20.00,10.36,0.00,3.42,0.00,6.22,0.00,1.00,1143.00,430.00,0.00,98.00,0.00,615.00
2025,5,UA,United Air Lines Network,OMA,"Omaha, NE: Eppley Airfield",301.00,80.00,28.50,4.97,14.30,0.00,32.23,2.00,0.00,5270.00,1902.00,242.00,704.00,0.00,2422.00
2025,5,UA,United Air Lines Network,ONT,"Ontario, CA: Ontario International",204.00,47.00,12.37,2.51,4.98,0.00,27.14,0.00,0.00,3588.00,546.00,159.00,241.00,0.00,2642.00
2025,5,UA,United Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",8265.00,1691.00,398.36,65.96,801.31,0.00,425.37,40.00,12.00,114432.00,32343.00,6985.00,34710.00,0.00,40394.00
2025,5,UA,United Air Lines Network,ORF,"Norfolk, VA: Norfolk International",164.00,51.00,13.90,2.86,11.51,0.00,22.73,5.00,0.00,4270.00,639.00,1082.00,447.00,0.00,2102.00
2025,5,UA,United Air Lines Network,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",234.00,60.00,10.25,0.96,27.62,0.00,21.17,8.00,1.00,4146.00,696.00,45.00,1108.00,0.00,2297.00
2025,5,UA,United Air Lines Network,PDX,"Portland, OR: Portland International",566.00,97.00,33.56,6.31,21.14,0.00,36.00,2.00,0.00,6567.00,2405.00,679.00,709.00,0.00,2774.00
2025,5,UA,United Air Lines Network,PHL,"Philadelphia, PA: Philadelphia International",356.00,89.00,28.81,6.71,33.75,0.00,19.73,1.00,0.00,5571.00,1420.00,440.00,1919.00,0.00,1792.00
2025,5,UA,United Air Lines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",900.00,179.00,54.67,12.93,51.52,0.00,59.87,7.00,0.00,12579.00,3472.00,1482.00,2210.00,0.00,5415.00
2025,5,UA,United Air Lines Network,PIT,"Pittsburgh, PA: Pittsburgh International",333.00,81.00,23.50,3.44,31.08,0.00,22.97,0.00,0.00,4450.00,1076.00,350.00,1176.00,0.00,1848.00
2025,5,UA,United Air Lines Network,PNS,"Pensacola, FL: Pensacola International",96.00,24.00,14.32,1.75,1.71,0.00,6.22,2.00,0.00,1281.00,830.00,99.00,78.00,0.00,274.00
2025,5,UA,United Air Lines Network,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",31.00,12.00,3.33,1.00,0.16,0.00,7.51,0.00,1.00,1392.00,327.00,36.00,11.00,0.00,1018.00
2025,5,UA,United Air Lines Network,PSP,"Palm Springs, CA: Palm Springs International",114.00,22.00,7.58,1.00,1.37,0.00,12.05,0.00,0.00,1340.00,288.00,30.00,81.00,0.00,941.00
2025,5,UA,United Air Lines Network,PWM,"Portland, ME: Portland International Jetport",80.00,17.00,4.09,0.00,3.20,0.00,9.72,0.00,0.00,831.00,161.00,0.00,54.00,0.00,616.00
2025,5,UA,United Air Lines Network,RAP,"Rapid City, SD: Rapid City Regional",95.00,19.00,7.51,0.66,0.45,0.00,10.37,2.00,1.00,2621.00,1152.00,38.00,38.00,0.00,1393.00
2025,5,UA,United Air Lines Network,RDM,"Bend/Redmond, OR: Roberts Field",93.00,21.00,6.36,2.00,2.36,0.00,10.28,0.00,1.00,1337.00,509.00,33.00,94.00,0.00,701.00
2025,5,UA,United Air Lines Network,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",526.00,140.00,44.79,5.53,39.08,0.00,50.60,7.00,2.00,9261.00,2262.00,679.00,1693.00,0.00,4627.00
2025,5,UA,United Air Lines Network,RIC,"Richmond, VA: Richmond International",62.00,26.00,6.64,0.00,9.89,0.00,9.47,0.00,0.00,1339.00,288.00,0.00,337.00,0.00,714.00
2025,5,UA,United Air Lines Network,RNO,"Reno, NV: Reno/Tahoe International",213.00,51.00,15.55,5.10,2.94,0.00,27.41,1.00,1.00,3393.00,924.00,215.00,92.00,0.00,2162.00
2025,5,UA,United Air Lines Network,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",61.00,22.00,5.48,0.31,6.10,0.00,10.12,0.00,0.00,1096.00,370.00,15.00,189.00,0.00,522.00
2025,5,UA,United Air Lines Network,RSW,"Fort Myers, FL: Southwest Florida International",408.00,88.00,18.38,3.72,35.22,0.00,30.69,2.00,0.00,6103.00,1427.00,319.00,1443.00,0.00,2914.00
2025,5,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",904.00,168.00,46.84,9.84,55.91,0.00,55.41,6.00,0.00,10717.00,3495.00,876.00,2041.00,0.00,4305.00
2025,5,UA,United Air Lines Network,SAT,"San Antonio, TX: San Antonio International",442.00,96.00,31.93,6.58,30.50,0.00,26.99,4.00,3.00,6681.00,2364.00,474.00,1294.00,0.00,2549.00
2025,5,UA,United Air Lines Network,SAV,"Savannah, GA: Savannah/Hilton Head International",121.00,25.00,6.28,0.00,4.50,0.00,14.22,0.00,0.00,1971.00,343.00,0.00,176.00,0.00,1452.00
2025,5,UA,United Air Lines Network,SBA,"Santa Barbara, CA: Santa Barbara Municipal",121.00,22.00,6.17,1.36,3.77,0.00,10.70,1.00,1.00,1403.00,441.00,42.00,87.00,0.00,833.00
2025,5,UA,United Air Lines Network,SBP,"San Luis Obispo, CA: San Luis County Regional",31.00,11.00,4.94,0.00,0.54,0.00,5.52,1.00,0.00,818.00,286.00,0.00,15.00,0.00,517.00
2025,5,UA,United Air Lines Network,SDF,"Louisville, KY: Louisville Muhammad Ali International",87.00,25.00,4.75,0.91,10.08,0.00,9.26,0.00,1.00,2266.00,593.00,32.00,390.00,0.00,1251.00
2025,5,UA,United Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",780.00,145.00,42.83,9.38,40.21,0.00,52.58,1.00,0.00,9328.00,2763.00,833.00,1539.00,0.00,4193.00
2025,5,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4996.00,897.00,294.39,39.72,326.50,0.00,236.38,38.00,3.00,59457.00,23267.00,3354.00,12175.00,0.00,20661.00
2025,5,UA,United Air Lines Network,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",149.00,38.00,13.59,4.12,4.95,0.00,15.34,0.00,0.00,2666.00,1084.00,294.00,230.00,0.00,1058.00
2025,5,UA,United Air Lines Network,SJU,"San Juan, PR: Luis Munoz Marin International",292.00,62.00,22.00,1.00,27.52,0.00,11.48,1.00,0.00,3656.00,1280.00,58.00,1235.00,0.00,1083.00
2025,5,UA,United Air Lines Network,SLC,"Salt Lake City, UT: Salt Lake City International",343.00,73.00,22.11,6.53,14.62,0.00,29.74,1.00,1.00,4954.00,957.00,383.00,623.00,0.00,2991.00
2025,5,UA,United Air Lines Network,SMF,"Sacramento, CA: Sacramento International",370.00,73.00,24.16,5.52,12.28,0.00,31.03,0.00,0.00,5028.00,1642.00,377.00,555.00,0.00,2454.00
2025,5,UA,United Air Lines Network,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",543.00,86.00,30.53,5.84,17.05,0.00,32.59,5.00,7.00,4666.00,1309.00,391.00,583.00,0.00,2383.00
2025,5,UA,United Air Lines Network,SPN,"Saipan, TT: Francisco C. Ada Saipan International",31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,5,UA,United Air Lines Network,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",128.00,23.00,5.34,0.88,10.76,0.00,6.02,2.00,0.00,1119.00,242.00,66.00,325.00,0.00,486.00
2025,5,UA,United Air Lines Network,STL,"St. Louis, MO: St Louis Lambert International",270.00,60.00,15.08,3.80,19.09,0.00,22.04,1.00,1.00,3785.00,886.00,503.00,662.00,0.00,1734.00
2025,5,UA,United Air Lines Network,STT,"Charlotte Amalie, VI: Cyril E King",73.00,14.00,5.15,1.00,5.76,0.00,2.09,0.00,0.00,646.00,276.00,17.00,300.00,0.00,53.00
2025,5,UA,United Air Lines Network,SYR,"Syracuse, NY: Syracuse Hancock International",69.00,28.00,6.22,1.29,8.23,0.00,12.26,0.00,0.00,2286.00,542.00,71.00,428.00,0.00,1245.00
2025,5,UA,United Air Lines Network,TPA,"Tampa, FL: Tampa International",756.00,170.00,47.51,8.45,63.55,0.00,50.50,5.00,1.00,11066.00,2830.00,678.00,2537.00,0.00,5021.00
2025,5,UA,United Air Lines Network,TUL,"Tulsa, OK: Tulsa International",82.00,30.00,5.13,2.29,4.46,0.00,18.12,2.00,0.00,1896.00,271.00,90.00,285.00,0.00,1250.00
2025,5,UA,United Air Lines Network,TUS,"Tucson, AZ: Tucson International",101.00,16.00,6.21,1.00,2.81,0.00,5.98,1.00,0.00,770.00,321.00,39.00,107.00,0.00,303.00
2025,5,UA,United Air Lines Network,TVC,"Traverse City, MI: Cherry Capital",41.00,13.00,4.99,1.00,0.58,0.00,6.43,0.00,1.00,1527.00,582.00,188.00,16.00,0.00,741.00
2025,5,UA,United Air Lines Network,TYS,"Knoxville, TN: McGhee Tyson",62.00,20.00,7.36,0.00,1.53,0.00,11.11,1.00,0.00,1238.00,324.00,0.00,58.00,0.00,856.00
2025,5,UA,United Air Lines Network,XNA,"Fayetteville, AR: Northwest Arkansas National",31.00,14.00,4.84,1.76,3.66,0.00,3.75,0.00,0.00,1163.00,361.00,177.00,164.00,0.00,461.00
2025,4,UA,United Air Lines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",120.00,27.00,9.79,1.00,3.55,0.00,12.66,0.00,0.00,1537.00,463.00,39.00,171.00,0.00,864.00
2025,4,UA,United Air Lines Network,ALB,"Albany, NY: Albany International",30.00,7.00,2.76,0.00,0.00,0.00,4.24,1.00,0.00,1276.00,931.00,0.00,0.00,0.00,345.00
2025,4,UA,United Air Lines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",60.00,18.00,8.70,0.00,5.62,0.00,3.68,0.00,0.00,591.00,282.00,0.00,172.00,0.00,137.00
2025,4,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",565.00,106.00,25.10,3.32,44.28,0.00,33.29,4.00,2.00,6962.00,1588.00,253.00,1932.00,0.00,3189.00
2025,4,UA,United Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",863.00,138.00,38.90,7.54,52.97,0.00,38.59,3.00,0.00,7839.00,1807.00,646.00,1792.00,0.00,3594.00
2025,4,UA,United Air Lines Network,BDL,"Hartford, CT: Bradley International",207.00,28.00,8.91,0.00,4.21,0.00,14.88,1.00,0.00,2089.00,563.00,0.00,152.00,0.00,1374.00
2025,4,UA,United Air Lines Network,BIL,"Billings, MT: Billings Logan International",60.00,15.00,5.03,0.00,2.00,0.00,7.97,0.00,0.00,926.00,156.00,0.00,65.00,0.00,705.00
2025,4,UA,United Air Lines Network,BNA,"Nashville, TN: Nashville International",547.00,104.00,30.21,3.49,35.43,0.00,34.87,2.00,1.00,6814.00,1438.00,160.00,2116.00,0.00,3100.00
2025,4,UA,United Air Lines Network,BOI,"Boise, ID: Boise Air Terminal",120.00,26.00,8.22,0.00,2.30,0.00,15.48,0.00,0.00,1632.00,444.00,0.00,63.00,0.00,1125.00
2025,4,UA,United Air Lines Network,BOS,"Boston, MA: Logan International",1048.00,165.00,44.20,2.00,57.01,0.00,61.79,3.00,0.00,11229.00,2964.00,114.00,2395.00,0.00,5756.00
2025,4,UA,United Air Lines Network,BQN,"Aguadilla, PR: Rafael Hernandez",30.00,8.00,2.70,0.21,2.25,0.00,2.85,0.00,0.00,333.00,77.00,27.00,132.00,0.00,97.00
2025,4,UA,United Air Lines Network,BTV,"Burlington, VT: Burlington International",60.00,19.00,4.93,0.00,2.28,0.00,11.78,0.00,0.00,1339.00,324.00,0.00,155.00,0.00,860.00
2025,4,UA,United Air Lines Network,BUF,"Buffalo, NY: Buffalo Niagara International",89.00,12.00,2.93,0.00,2.03,0.00,7.03,3.00,0.00,747.00,151.00,0.00,110.00,0.00,486.00
