year,month,carrier_code,carrier_name,airport_code,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,9,DL,Delta Air Lines Network,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",965,120,41.75,8.53,29.16,0,40.56,3,5,7437,2590,646,1026,0,3175
2024,9,DL,Delta Air Lines Network,SLC,"Salt Lake City, UT: Salt Lake City International",4503,438,166.4,7.95,82.7,0,180.95,4,17,33122,17751,409,2736,0,12226
2024,9,DL,Delta Air Lines Network,TPA,"Tampa, FL: Tampa International",990,161,71.29,4.41,35.57,0,49.73,44,4,11853,6347,657,1750,0,3099
2024,8,DL,Delta Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",761,187,75.54,4.06,67.1,0,40.3,8,6,13820,5359,1378,4378,0,2705
2024,8,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",1076,261,108.12,7.06,86.55,0,59.26,13,9,19078,9793,887,4491,0,3907
2024,8,DL,Delta Air Lines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",5300,950,307.54,41.42,207.08,0,393.96,51,13,82233,33583,3165,11341,0,34144
2024,8,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",584,173,44.71,1,102.22,0,25.07,20,5,18582,3464,68,12980,0,2070
2024,8,DL,Delta Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",931,250,91.99,2.3,93.33,0,62.39,24,7,18340,6165,105,6704,0,5366
2024,8,DL,Delta Air Lines Network,LGA,"New York, NY: LaGuardia",2284,556,147.68,23.42,216.7,0,168.2,108,26,54601,13748,1945,23573,0,15335
2024,8,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",893,239,92.45,5.58,90.61,0,50.36,25,15,17879,6228,277,6082,0,5292
2024,8,DL,Delta Air Lines Network,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",572,157,65.25,1,51.28,0,39.47,17,4,10827,4442,101,3442,0,2842
2024,8,DL,Delta Air Lines Network,PHL,"Philadelphia, PA: Philadelphia International",559,147,61.59,3,55.93,0,26.48,6,4,10715,4894,96,3810,0,1915
2024,8,DL,Delta Air Lines Network,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",1000,224,84.09,8.3,56.57,0,75.04,8,7,16440,6962,708,2662,0,6108
2024,8,DL,Delta Air Lines Network,RSW,"Fort Myers, FL: Southwest Florida International",515,108,40.41,4.12,39.58,0,23.89,12,4,8095,2797,955,2919,0,1424
2024,8,DL,Delta Air Lines Network,SLC,"Salt Lake City, UT: Salt Lake City International",4755,742,251.44,19.29,131.73,0,339.54,20,14,60648,22376,2394,6156,0,29722
2024,8,DL,Delta Air Lines Network,TPA,"Tampa, FL: Tampa International",1055,253,105.45,6.32,75.86,0,65.37,19,8,20466,8944,600,5861,0,5061
2024,7,DL,Delta Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",1016,395,134.1,5.65,150.98,0,104.27,63,6,28905,13245,300,6691,0,8669
2024,7,DL,Delta Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",572,157,82.93,6.27,32.18,0,35.61,34,5,15328,10372,585,1833,0,2538
2024,7,DL,Delta Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",815,247,113.56,10.32,69.54,0,53.58,67,15,21410,12294,747,4041,0,4328
2024,7,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",1150,332,148.79,8.54,88.85,0,85.83,85,8,26572,15102,556,4576,0,6338
2024,7,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1061,335,144.41,5.68,101.79,0,83.12,72,4,27973,16125,800,4661,0,6387
2024,7,DL,Delta Air Lines Network,LAS,"Las Vegas, NV: Harry Reid International",1399,392,166.61,12.85,126.11,0,86.42,103,4,30454,17369,674,5752,0,6659
2024,7,DL,Delta Air Lines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",6951,1838,629.72,47.8,533.39,0,627.09,435,45,175965,90220,4163,24521,0,57061
2024,7,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",1062,332,146.96,11.3,106.13,0,67.6,66,12,29968,15693,1367,6815,0,6093
2024,7,DL,Delta Air Lines Network,ORF,"Norfolk, VA: Norfolk International",239,97,37.87,8.09,26.66,0,24.37,20,5,8175,4125,1211,1248,0,1591
2024,7,DL,Delta Air Lines Network,PHL,"Philadelphia, PA: Philadelphia International",559,164,78.28,5.87,38.18,0,41.67,41,4,13339,7022,677,2083,0,3557
2024,7,DL,Delta Air Lines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",879,234,126.06,7.34,42.37,0,58.23,54,5,19122,12233,628,1850,0,4411
2024,7,DL,Delta Air Lines Network,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",1057,292,138.9,6.82,48.11,0,98.17,66,5,25643,13627,531,2627,0,8858
2024,7,DL,Delta Air Lines Network,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",444,106,66.63,4.03,12.45,0,22.88,19,5,8141,5601,109,627,0,1804
2024,6,DL,Delta Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",1000,338,100.57,4.6,161.23,0,71.6,1,4,21266,7672,2217,6507,0,4870
2024,6,DL,Delta Air Lines Network,BOS,"Boston, MA: Logan International",2239,527,145.39,18.6,178.48,0,184.52,8,13,46457,16681,3017,11115,0,15644
2024,6,DL,Delta Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",774,187,84.06,3.53,44.42,0,54.99,1,9,12678,6262,268,2197,0,3951
2024,6,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",986,223,90.82,5.71,63.1,0,63.37,1,8,14191,6320,568,2901,0,4402
2024,6,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",565,168,66.22,1.81,80.18,0,19.79,1,9,13157,5173,319,6209,0,1456
2024,6,DL,Delta Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",688,172,83.8,1.34,51.63,0,35.24,3,8,11280,6318,81,2162,0,2719
2024,6,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",2585,627,177.79,26.82,269.87,0,152.52,13,22,53643,20454,2968,18732,0,11489
2024,6,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",933,275,95.79,6.5,110.26,0,62.45,19,8,24363,8416,757,9895,0,5295
2024,6,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",1050,276,118.63,5.9,99.9,0,51.57,5,6,21614,10000,1220,6616,0,3778
2024,6,DL,Delta Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",2828,620,197.6,8.41,233.85,0,180.14,2,5,41790,18378,473,8132,0,14807
2024,6,DL,Delta Air Lines Network,TPA,"Tampa, FL: Tampa International",1073,245,106.99,3.96,63.82,0,70.23,1,13,14218,6604,423,2570,0,4621
2024,5,DL,Delta Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",1033,409,101.28,4.04,214.07,0,89.61,1,6,24562,8404,300,8607,0,7251
2024,5,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",722,151,68.92,2.62,43.64,0,35.82,1,6,8785,4464,169,1888,0,2264
2024,5,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",1104,287,98.34,4.64,111.37,0,72.65,0,8,15851,5536,473,4814,0,5028
2024,5,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1025,385,114.5,4.18,193.39,0,72.93,3,14,31300,10238,1217,12891,0,6954
2024,5,DL,Delta Air Lines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",5343,910,265.32,35.06,221.77,0,387.85,4,17,70612,25851,4801,10632,0,29328
2024,5,DL,Delta Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",706,240,84.25,5.52,105.96,0,44.28,0,13,18214,7387,649,5984,0,4194
2024,5,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1866,457,145.61,7.5,174.57,0,129.32,0,8,29087,10119,781,9225,0,8962
2024,5,DL,Delta Air Lines Network,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",624,150,59.78,4.21,48.22,0,37.79,2,5,8941,3809,285,1850,0,2997
2024,5,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",1060,292,93.51,5.72,134.89,0,57.88,2,9,25715,9271,1055,9865,0,5524
2025,5,UA,United Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",637,168,31.67,11.92,91.55,0,32.86,2,4,10128,1416,1416,4605,0,2691
2025,5,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",4984,2181,226.04,62.01,1607.8,0,285.14,151,23,260257,28011,10683,182823,0,38740
2025,5,UA,United Air Lines Network,IAD,"Washington, DC: Washington Dulles International",3310,694,201.37,27.56,282.4,0,182.66,22,6,46466,14358,1908,11695,0,18505
2025,5,UA,United Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",6301,1292,315.37,56.44,597.33,0,322.86,73,14,98164,24877,6617,34420,0,32250
2025,5,UA,United Air Lines Network,JAX,"Jacksonville, FL: Jacksonville International",335,96,22.05,3.7,38.7,0,31.55,10,4,7025,1691,469,1908,0,2957
2025,5,UA,United Air Lines Network,LGA,"New York, NY: LaGuardia",816,250,42.82,20.65,143.62,0,42.91,4,5,20563,3725,2572,10348,0,3918
2025,5,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1213,289,75.82,10.06,129.72,0,73.4,13,11,20239,5283,911,6746,0,7299
2025,5,UA,United Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",8265,1691,398.36,65.96,801.31,0,425.37,40,12,114432,32343,6985,34710,0,40394
2025,5,UA,United Air Lines Network,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",543,86,30.53,5.84,17.05,0,32.59,5,7,4666,1309,391,583,0,2383
2025,4,UA,United Air Lines Network,DEN,"Denver, CO: Denver International",8205,1767,350.29,81.6,1032.79,0,302.31,22,44,136608,28061,8933,68784,0,30830
2025,4,UA,United Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",794,184,44.82,10.87,80.64,0,47.67,5,6,16955,3842,1262,5906,0,5945
2025,4,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",5442,1441,197.31,38.77,969.75,0,235.18,55,54,156425,19205,3742,104824,0,28654
2025,4,UA,United Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",5801,812,192.85,15.77,381.48,0,221.9,9,21,52660,12742,1357,16430,0,22131
2025,4,UA,United Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",8008,1367,331.03,40.57,632.83,0,362.56,68,17,106288,23883,8120,38722,0,35563
2025,4,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4594,681,203.02,22.86,307.12,0,148,12,4,41983,15229,1329,11413,0,14012
2025,3,UA,United Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",884,146,43.57,3.36,33.81,0,65.26,1,4,9837,2906,747,1416,0,4768
2025,3,UA,United Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",574,148,41.24,6.28,61.81,0,38.66,1,5,8728,2212,612,2654,0,3250
2025,3,UA,United Air Lines Network,DEN,"Denver, CO: Denver International",8848,1180,369.16,41.46,456.81,0,312.57,34,21,76871,26911,4952,20321,0,24687
2025,3,UA,United Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",792,143,37.7,6.99,47.16,0,51.16,5,4,11636,2227,1053,3193,0,5163
2025,3,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",6046,1271,324.47,35.73,582.63,0,328.17,27,33,96486,23197,4396,36952,0,31941
2025,3,UA,United Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",886,184,34.52,10.37,97.34,0,41.77,3,4,14628,2127,1884,6034,0,4583
2025,3,UA,United Air Lines Network,HDN,"Hayden, CO: Yampa Valley",152,19,7.98,0.27,2.04,0,8.7,2,4,794,277,9,69,0,439
2025,3,UA,United Air Lines Network,IAD,"Washington, DC: Washington Dulles International",2956,438,141.04,8.22,140.5,0,148.24,10,4,28153,9480,916,4864,0,12893
2025,3,UA,United Air Lines Network,LGA,"New York, NY: LaGuardia",655,179,45.75,5.09,83.96,0,44.2,0,7,10368,2731,290,4200,0,3147
2025,3,UA,United Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",7925,1433,322.56,49.46,688.55,0,372.42,32,24,106736,26198,5326,37574,0,37638
2025,3,UA,United Air Lines Network,RSW,"Fort Myers, FL: Southwest Florida International",665,119,30.66,7.53,53.35,0,27.46,2,6,9439,2112,1045,3523,0,2759
2025,2,UA,United Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",458,187,22.91,10.71,130.09,0,23.28,6,7,12638,1464,761,7953,0,2460
2025,2,UA,United Air Lines Network,DEN,"Denver, CO: Denver International",7689,1423,354.17,46.31,704.49,0,318.03,17,7,97308,28160,6062,31673,0,31413
2025,2,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",5455,1010,248.92,53.66,383.92,0,323.5,39,8,83261,21344,8446,25292,0,28179
2025,2,UA,United Air Lines Network,HDN,"Hayden, CO: Yampa Valley",139,34,9.75,2.61,15.84,0,5.8,0,5,2866,383,1300,890,0,293
2025,2,UA,United Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",5345,831,244.64,15.32,347.92,0,223.11,11,9,47695,13142,1662,12962,0,19929
2025,2,UA,United Air Lines Network,JAC,"Jackson, WY: Jackson Hole",216,54,15.7,3.45,20.54,0,14.31,0,7,5654,1624,1527,869,0,1634
2025,2,UA,United Air Lines Network,LGA,"New York, NY: LaGuardia",584,115,35.02,7.34,46.15,0,26.49,3,6,8194,1975,784,3227,0,2208
2025,2,UA,United Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",6335,1088,268.55,34.47,503.93,0,281.05,25,10,79997,24166,3336,25136,0,27359
2025,2,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",3957,913,175.23,32.37,553.75,0,151.66,9,7,66957,10696,4037,37841,0,14383
2025,1,UA,United Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",470,68,18.8,3.14,29.44,0,16.62,28,4,3328,693,156,1042,0,1437
2025,1,UA,United Air Lines Network,DEN,"Denver, CO: Denver International",8459,1625,456.81,58.41,653.67,0,456.11,104,8,104986,31436,6070,27702,0,39778
2025,1,UA,United Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",748,132,42.3,1.91,54.59,0,33.2,32,5,8983,2218,315,3154,0,3296
2025,1,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",5861,919,289.97,23,342.87,0,263.16,101,8,63992,20450,2371,14817,0,26354
2025,1,UA,United Air Lines Network,HNL,"Honolulu, HI: Daniel K Inouye International",400,48,27.32,0.42,5.92,0,14.34,3,4,4165,1861,59,488,0,1757
2025,1,UA,United Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",5861,1006,316.83,26.5,449.04,0,213.64,305,20,66588,21122,2587,22171,0,20708
2025,1,UA,United Air Lines Network,JAC,"Jackson, WY: Jackson Hole",234,48,20.91,5.71,12.68,0,8.7,3,4,3351,1065,1156,620,0,510
2025,1,UA,United Air Lines Network,LAS,"Las Vegas, NV: Harry Reid International",1293,260,57.63,16.73,120.38,0,65.25,11,4,16273,3680,1396,6268,0,4929
2025,1,UA,United Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2157,316,121.43,6.7,107.95,0,79.93,20,8,23606,12169,386,3650,0,7401
2025,1,UA,United Air Lines Network,ONT,"Ontario, CA: Ontario International",146,26,14.29,0.18,7.32,0,4.2,1,5,1219,658,9,293,0,259
2025,1,UA,United Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",6635,1112,345.67,22.98,448.99,0,294.35,87,10,77691,26579,1848,20404,0,28860
2025,1,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",794,117,38.53,8.5,40.9,0,29.07,8,9,7031,1731,1036,2116,0,2148
2025,1,UA,United Air Lines Network,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",488,82,32.37,2.74,22.36,0,24.53,5,8,4469,1700,122,1030,0,1617
2024,12,UA,United Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",691,129,46.72,5.53,40.79,0,35.95,2,6,8457,2769,406,2427,0,2855
2024,12,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",5955,1536,373.49,33.82,744.03,0,384.66,36,11,116838,30508,4246,46595,0,35489
2024,12,UA,United Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",6015,1152,359.25,25.76,483.26,0,283.73,68,15,90828,25210,4046,28838,0,32734
2024,12,UA,United Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2386,383,139.88,8.42,119.7,0,114.99,6,5,24065,7701,1024,3876,0,11464
2024,12,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1249,238,74.2,8.23,89.36,0,66.21,13,4,15007,4417,757,3840,0,5993
2024,12,UA,United Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",7111,1406,420.01,21.68,636.74,0,327.57,25,4,84243,27662,2119,22261,0,32201
2024,12,UA,United Air Lines Network,RSW,"Fort Myers, FL: Southwest Florida International",601,155,48.28,3.1,58.82,0,44.79,7,9,9060,2616,176,2991,0,3277
2024,12,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",880,188,52.5,12.28,66.6,0,56.62,7,17,15823,2817,4353,3561,0,5092
2024,12,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4585,964,282.57,30.12,415.26,0,236.05,27,5,66778,19949,3770,20737,0,22322
2024,12,UA,United Air Lines Network,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",489,67,29.94,2.46,13.77,0,20.84,1,6,3504,1566,217,498,0,1223
2024,11,UA,United Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",879,160,47.48,1.29,54.41,0,56.83,2,4,10163,2646,176,2532,0,4809
2024,11,UA,United Air Lines Network,DEN,"Denver, CO: Denver International",8315,1228,345.72,20.52,416.68,0,445.09,33,5,77386,23222,1688,16320,0,36156
2024,11,UA,United Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",771,149,37.5,3.73,69.64,0,38.13,2,8,10937,1793,345,4723,0,4076
2024,11,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",5824,1565,217.69,30.03,1023.08,0,294.2,22,12,129175,18738,2589,80537,0,27311
2024,11,UA,United Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2381,362,133.97,5.87,115.96,0,106.21,14,5,23548,9068,211,4138,0,10131
2024,11,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4919,1164,229.95,19.87,656.47,0,257.71,33,5,93512,17182,2250,48517,0,25563
2024,10,UA,United Air Lines Network,DEN,"Denver, CO: Denver International",9082,688,261.16,10.17,195.15,0,221.52,53,7,44918,20353,797,6599,0,17169
2024,10,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",5772,788,224.78,7.99,330.26,0,224.96,90,15,57236,17519,538,18850,0,20329
2024,10,UA,United Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",6215,607,216.79,1.88,205.07,0,183.27,38,9,38700,17448,157,6179,0,14916
2024,10,UA,United Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2417,285,103.64,0.27,88.5,0,92.59,18,5,16275,6094,6,3066,0,7109
2024,10,UA,United Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",8334,982,302.71,6.44,455.02,0,217.83,59,9,53817,23989,963,12815,0,16050
2024,10,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",945,178,43.41,6.21,93.11,0,35.27,8,10,10678,1886,1332,5239,0,2221
2024,9,UA,United Air Lines Network,DEN,"Denver, CO: Denver International",8634,875,298.71,18.63,296.07,0,261.59,36,12,61280,26996,1347,10828,0,22109
2024,9,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",5472,729,208.52,21.66,289.38,0,209.45,52,22,50919,15474,1841,14443,0,19161
2024,9,UA,United Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",8156,1024,277.14,12.54,454.18,0,280.14,37,5,56276,20000,871,13757,0,21648
2024,9,UA,United Air Lines Network,SFO,"San Francisco, CA: San Francisco International",4489,648,198.31,10.39,278.93,0,160.37,17,5,38485,13516,814,10726,0,13429
2024,8,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",688,171,54.78,7.37,46.49,0,62.36,17,4,12516,3475,1632,2222,0,5187
2024,8,UA,United Air Lines Network,BOS,"Boston, MA: Logan International",1145,306,70.7,12.86,137.03,0,85.42,35,6,24924,5717,2268,9437,0,7502
2024,8,UA,United Air Lines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",365,79,20.6,2.33,32.42,0,23.65,7,6,4912,1316,101,1314,0,2181
2024,8,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",5504,1324,282.34,87.94,583.59,0,370.13,305,74,133673,26561,14343,53708,0,39061
